transaction_id,user_id,merchant,description,amount,category,transaction_type,payment_method,account_type,transaction_date,currency,location,recurring
TXN600026,USR30891,Coursera Subscription,Online course payment,1351.68,Education,expense,Credit Card,Credit Card,2030-01-19,INR,Bengaluru,No
TXN600027,USR30891,GST Payment - Freelance,Advance tax / GST payment,864.5,Tax,expense,Net Banking,Savings Account,2030-01-20,INR,Bengaluru,Yes
TXN600028,USR30891,BigBasket,Grocery purchase,1330.03,Groceries,expense,UPI,Savings Account,2030-01-24,INR,Bengaluru,No
TXN600029,USR30891,Amazon.in,Online/offline shopping purchase,2853.98,Shopping,expense,UPI,Savings Account,2030-01-31,INR,Bengaluru,No
TXN601001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,93000,Salary,income,Net Banking,Savings Account,2030-02-01,INR,Bengaluru,Yes
TXN601002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2030-02-02,INR,Bengaluru,Yes
TXN601003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2030-02-02,INR,Bengaluru,Yes
TXN601004,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2030-02-03,INR,Bengaluru,Yes
TXN601005,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2030-02-04,INR,Bengaluru,Yes
TXN601006,USR30891,BESCOM Electricity,Electricity bill payment,1453.3,Utilities,expense,UPI,Savings Account,2030-02-05,INR,Bengaluru,Yes
TXN601007,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2030-02-06,INR,Bengaluru,Yes
TXN601008,USR30891,BWSSB Water Bill,Water bill payment,350.12,Utilities,expense,Net Banking,Savings Account,2030-02-07,INR,Bengaluru,Yes
TXN601009,USR30891,Local ATM Withdrawal,Miscellaneous expense,765.83,Other,expense,Cash,Savings Account,2030-02-07,INR,Bengaluru,No
TXN601010,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2030-02-08,INR,Bengaluru,Yes
TXN601011,USR30891,Local Restaurant,Food order / dining,775.16,Food & Dining,expense,Cash,Savings Account,2030-02-08,INR,Bengaluru,No
TXN601012,USR30891,Myntra,Online/offline shopping purchase,2564.56,Shopping,expense,UPI,Savings Account,2030-02-08,INR,Bengaluru,No
TXN601013,USR30891,Ola Cabs,Ride / fuel expense,180.97,Transportation,expense,Credit Card,Credit Card,2030-02-09,INR,Bengaluru,No
TXN601014,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2030-02-10,INR,Bengaluru,Yes
TXN601015,USR30891,Upwork Client Payment,Freelance project payment received,4442.82,Freelancing,income,Net Banking,Savings Account,2030-02-12,INR,Bengaluru,No
TXN601016,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2030-02-12,INR,Bengaluru,Yes
TXN601017,USR30891,Namma Metro,Ride / fuel expense,268.57,Transportation,expense,Credit Card,Credit Card,2030-02-13,INR,Bengaluru,No
TXN601018,USR30891,Rapido,Ride / fuel expense,67.74,Transportation,expense,Credit Card,Credit Card,2030-02-13,INR,Bengaluru,No
TXN601019,USR30891,Zerodha - Dividend Payout,Investment payout received,1120.68,Investments,income,Net Banking,Savings Account,2030-02-14,INR,Bengaluru,No
TXN601020,USR30891,Local ATM Withdrawal,Miscellaneous expense,750.01,Other,expense,UPI,Savings Account,2030-02-14,INR,Bengaluru,No
TXN601021,USR30891,Local Gaming Cafe,Entertainment purchase,348.79,Entertainment,expense,UPI,Savings Account,2030-02-14,INR,Bengaluru,No
TXN601022,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2030-02-15,INR,Bengaluru,Yes
TXN601023,USR30891,Local Restaurant,Food order / dining,529.23,Food & Dining,expense,Cash,Savings Account,2030-02-15,INR,Bengaluru,No
TXN601024,USR30891,Local Kirana Store,Grocery purchase,2290.48,Groceries,expense,Cash,Savings Account,2030-02-15,INR,Bengaluru,No
TXN601025,USR30891,Amazon.in,Online/offline shopping purchase,2799.35,Shopping,expense,Debit Card,Savings Account,2030-02-16,INR,Bengaluru,No
TXN601026,USR30891,Manipal Diagnostic Lab,Annual full body health checkup,5453.39,Healthcare,expense,UPI,Savings Account,2030-02-18,INR,Bengaluru,No
TXN601027,USR30891,GST Payment - Freelance,Advance tax / GST payment,960.74,Tax,expense,Net Banking,Savings Account,2030-02-20,INR,Bengaluru,Yes
TXN601028,USR30891,Local Restaurant,Food order / dining,936.35,Food & Dining,expense,UPI,Savings Account,2030-02-20,INR,Bengaluru,No
TXN601029,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,763.0,Healthcare,expense,Debit Card,Savings Account,2030-02-21,INR,Bengaluru,No
TXN601030,USR30891,Uber,Ride / fuel expense,62.58,Transportation,expense,UPI,Savings Account,2030-02-23,INR,Bengaluru,No
TXN601031,USR30891,Local ATM Withdrawal,Miscellaneous expense,114.96,Other,expense,UPI,Savings Account,2030-02-23,INR,Bengaluru,No
TXN601032,USR30891,Swiggy,Food order / dining,350.57,Food & Dining,expense,Cash,Savings Account,2030-02-24,INR,Bengaluru,No
TXN601033,USR30891,Local Kirana Store,Grocery purchase,261.03,Groceries,expense,Debit Card,Savings Account,2030-02-25,INR,Bengaluru,No
TXN601034,USR30891,HP Petrol Pump,Ride / fuel expense,303.49,Transportation,expense,UPI,Savings Account,2030-02-27,INR,Bengaluru,No
TXN602001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,93000,Salary,income,Net Banking,Savings Account,2030-03-01,INR,Bengaluru,Yes
TXN602002,USR30891,Uber,Ride / fuel expense,1015.96,Transportation,expense,Cash,Savings Account,2030-03-01,INR,Bengaluru,No
TXN602003,USR30891,Namma Metro,Ride / fuel expense,1419.61,Transportation,expense,UPI,Savings Account,2030-03-01,INR,Bengaluru,No
TXN602004,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2030-03-02,INR,Bengaluru,Yes
TXN602005,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2030-03-02,INR,Bengaluru,Yes
TXN602006,USR30891,Local Gaming Cafe,Entertainment purchase,619.07,Entertainment,expense,Credit Card,Credit Card,2030-03-02,INR,Bengaluru,No
TXN602007,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2030-03-03,INR,Bengaluru,Yes
TXN602008,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2030-03-04,INR,Bengaluru,Yes
TXN602009,USR30891,BESCOM Electricity,Electricity bill payment,1564.19,Utilities,expense,UPI,Savings Account,2030-03-05,INR,Bengaluru,Yes
TXN602010,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2030-03-06,INR,Bengaluru,Yes
TXN602011,USR30891,BWSSB Water Bill,Water bill payment,340.32,Utilities,expense,Net Banking,Savings Account,2030-03-07,INR,Bengaluru,Yes
TXN602012,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2030-03-08,INR,Bengaluru,Yes
TXN602013,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2030-03-10,INR,Bengaluru,Yes
TXN602014,USR30891,Zomato,Food order / dining,527.03,Food & Dining,expense,UPI,Savings Account,2030-03-11,INR,Bengaluru,No
TXN602015,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2030-03-12,INR,Bengaluru,Yes
TXN602016,USR30891,Ola Cabs,Ride / fuel expense,878.25,Transportation,expense,Credit Card,Credit Card,2030-03-12,INR,Bengaluru,No
TXN602017,USR30891,Zerodha - Dividend Payout,Investment payout received,2681.82,Investments,income,Net Banking,Savings Account,2030-03-13,INR,Bengaluru,No
TXN602018,USR30891,BookMyShow,Entertainment purchase,766.81,Entertainment,expense,UPI,Savings Account,2030-03-13,INR,Bengaluru,No
TXN602019,USR30891,Local Kirana Store,Grocery purchase,1235.11,Groceries,expense,Debit Card,Savings Account,2030-03-13,INR,Bengaluru,No
TXN602020,USR30891,More Supermarket,Grocery purchase,2483.56,Groceries,expense,Debit Card,Savings Account,2030-03-14,INR,Bengaluru,No
TXN602021,USR30891,Third Wave Coffee,Food order / dining,304.18,Food & Dining,expense,Credit Card,Credit Card,2030-03-14,INR,Bengaluru,No
TXN602022,USR30891,Udemy,Online course payment,1885.4,Education,expense,Credit Card,Credit Card,2030-03-14,INR,Bengaluru,No
TXN602023,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2030-03-15,INR,Bengaluru,Yes
TXN602024,USR30891,Phoenix Mall,Online/offline shopping purchase,2092.17,Shopping,expense,UPI,Savings Account,2030-03-15,INR,Bengaluru,No
TXN602025,USR30891,Upwork Client Payment,Freelance project payment received,7960.25,Freelancing,income,UPI,Savings Account,2030-03-17,INR,Bengaluru,No
TXN602026,USR30891,Amazon.in,Online/offline shopping purchase,2452.35,Shopping,expense,UPI,Savings Account,2030-03-18,INR,Bengaluru,No
TXN602027,USR30891,GST Payment - Freelance,Advance tax / GST payment,1590.77,Tax,expense,Net Banking,Savings Account,2030-03-20,INR,Bengaluru,Yes
TXN602028,USR30891,Local Gaming Cafe,Entertainment purchase,764.93,Entertainment,expense,Credit Card,Credit Card,2030-03-22,INR,Bengaluru,No
TXN602029,USR30891,Third Wave Coffee,Food order / dining,264.28,Food & Dining,expense,UPI,Savings Account,2030-03-23,INR,Bengaluru,No
TXN602030,USR30891,Local Gaming Cafe,Entertainment purchase,204.22,Entertainment,expense,UPI,Savings Account,2030-03-25,INR,Bengaluru,No
TXN602031,USR30891,Coin DCX Staking Reward,Crypto staking reward credited,574.59,Crypto Staking Yield,income,Net Banking,Savings Account,2030-03-27,INR,Bengaluru,Yes
TXN602032,USR30891,Uber,Ride / fuel expense,959.36,Transportation,expense,UPI,Savings Account,2030-03-29,INR,Bengaluru,No
TXN602033,USR30891,Rapido,Ride / fuel expense,844.53,Transportation,expense,Credit Card,Credit Card,2030-03-30,INR,Bengaluru,No
TXN602034,USR30891,Uber,Ride / fuel expense,1080.54,Transportation,expense,UPI,Savings Account,2030-03-31,INR,Bengaluru,No
TXN603001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,97000,Salary,income,Net Banking,Savings Account,2030-04-01,INR,Bengaluru,Yes
TXN603002,USR30891,Coursera Subscription,Online course payment,1156.49,Education,expense,Credit Card,Credit Card,2030-04-01,INR,Bengaluru,No
TXN603003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2030-04-02,INR,Bengaluru,Yes
TXN603004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2030-04-02,INR,Bengaluru,Yes
TXN603005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2030-04-03,INR,Bengaluru,Yes
TXN603006,USR30891,Tata 1mg,Pharmacy / clinic payment,782.84,Healthcare,expense,UPI,Savings Account,2030-04-03,INR,Bengaluru,No
TXN603007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2030-04-04,INR,Bengaluru,Yes
TXN603008,USR30891,BESCOM Electricity,Electricity bill payment,1413.57,Utilities,expense,UPI,Savings Account,2030-04-05,INR,Bengaluru,Yes
TXN603009,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2030-04-06,INR,Bengaluru,Yes
TXN603010,USR30891,BWSSB Water Bill,Water bill payment,340.37,Utilities,expense,Net Banking,Savings Account,2030-04-07,INR,Bengaluru,Yes
TXN603011,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2030-04-08,INR,Bengaluru,Yes
TXN603012,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2030-04-10,INR,Bengaluru,Yes
TXN603013,USR30891,Third Wave Coffee,Food order / dining,552.48,Food & Dining,expense,Credit Card,Credit Card,2030-04-10,INR,Bengaluru,No
TXN603014,USR30891,Mutual Fund Redemption Gain,Investment payout received,3151.69,Investments,income,Net Banking,Savings Account,2030-04-11,INR,Bengaluru,No
TXN603015,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2030-04-12,INR,Bengaluru,Yes
TXN603016,USR30891,IndiGo Airlines,Vacation flight booking,4971.55,Travel,expense,Credit Card,Credit Card,2030-04-14,INR,Bengaluru,No
TXN603017,USR30891,Phoenix Mall,Online/offline shopping purchase,1992.8,Shopping,expense,Debit Card,Savings Account,2030-04-14,INR,Bengaluru,No
TXN603018,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2030-04-15,INR,Bengaluru,Yes
TXN603019,USR30891,Goa Beach Resort Booking,Vacation resort stay,5815.12,Travel,expense,Net Banking,Savings Account,2030-04-15,INR,Bengaluru,No
TXN603020,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,1069.86,Healthcare,expense,Cash,Savings Account,2030-04-15,INR,Bengaluru,No
TXN603021,USR30891,Third Wave Coffee,Food order / dining,945.25,Food & Dining,expense,Credit Card,Credit Card,2030-04-16,INR,Bengaluru,No
TXN603022,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,333.4,Healthcare,expense,UPI,Savings Account,2030-04-17,INR,Bengaluru,No
TXN603023,USR30891,Local ATM Withdrawal,Miscellaneous expense,132.92,Other,expense,Cash,Savings Account,2030-04-18,INR,Bengaluru,No
TXN603024,USR30891,Ola Cabs,Ride / fuel expense,56.28,Transportation,expense,UPI,Savings Account,2030-04-19,INR,Bengaluru,No
TXN603025,USR30891,Upwork Client Payment,Freelance project payment received,6480.51,Freelancing,income,Net Banking,Savings Account,2030-04-20,INR,Bengaluru,No
TXN603026,USR30891,GST Payment - Freelance,Advance tax / GST payment,1976.75,Tax,expense,Net Banking,Savings Account,2030-04-20,INR,Bengaluru,Yes
TXN603027,USR30891,WazirX Staking Payout,Crypto staking reward credited,1189.48,Crypto Staking Yield,income,UPI,Savings Account,2030-04-21,INR,Bengaluru,Yes
TXN603028,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,1460.42,Healthcare,expense,Cash,Savings Account,2030-04-21,INR,Bengaluru,No
TXN603029,USR30891,Great Learning Course,Online course payment,1072.16,Education,expense,Credit Card,Credit Card,2030-04-25,INR,Bengaluru,No
TXN603030,USR30891,Third Wave Coffee,Food order / dining,276.87,Food & Dining,expense,Cash,Savings Account,2030-04-26,INR,Bengaluru,No
TXN603031,USR30891,Courier - Delhivery,Miscellaneous expense,183.28,Other,expense,UPI,Savings Account,2030-04-27,INR,Bengaluru,No
TXN604001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,97000,Salary,income,Net Banking,Savings Account,2030-05-01,INR,Bengaluru,Yes
TXN604002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2030-05-02,INR,Bengaluru,Yes
TXN604003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2030-05-02,INR,Bengaluru,Yes
TXN604004,USR30891,Udemy,Online course payment,731.76,Education,expense,Credit Card,Credit Card,2030-05-02,INR,Bengaluru,No
TXN604005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2030-05-03,INR,Bengaluru,Yes
TXN604006,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2030-05-04,INR,Bengaluru,Yes
TXN604007,USR30891,BESCOM Electricity,Electricity bill payment,948.48,Utilities,expense,UPI,Savings Account,2030-05-05,INR,Bengaluru,Yes
TXN604008,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,543.7,Healthcare,expense,Debit Card,Savings Account,2030-05-05,INR,Bengaluru,No
TXN604009,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2030-05-06,INR,Bengaluru,Yes
TXN604010,USR30891,Courier - Delhivery,Miscellaneous expense,481.35,Other,expense,Cash,Savings Account,2030-05-06,INR,Bengaluru,No
TXN604011,USR30891,BigBasket,Grocery purchase,905.25,Groceries,expense,UPI,Savings Account,2030-05-06,INR,Bengaluru,No
TXN604012,USR30891,BWSSB Water Bill,Water bill payment,260.27,Utilities,expense,Net Banking,Savings Account,2030-05-07,INR,Bengaluru,Yes
TXN604013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2030-05-08,INR,Bengaluru,Yes
TXN604014,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2030-05-10,INR,Bengaluru,Yes
TXN604015,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2030-05-12,INR,Bengaluru,Yes
TXN604016,USR30891,Local Gaming Cafe,Entertainment purchase,336.1,Entertainment,expense,UPI,Savings Account,2030-05-12,INR,Bengaluru,No
TXN604017,USR30891,Tata 1mg,Pharmacy / clinic payment,355.56,Healthcare,expense,Cash,Savings Account,2030-05-12,INR,Bengaluru,No
TXN604018,USR30891,Flipkart,Online/offline shopping purchase,771.0,Shopping,expense,Debit Card,Savings Account,2030-05-14,INR,Bengaluru,No
TXN604019,USR30891,Etsy Shop Payout,Business sales revenue received,6199.9,Business,income,Net Banking,Savings Account,2030-05-15,INR,Bengaluru,No
TXN604020,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2030-05-15,INR,Bengaluru,Yes
TXN604021,USR30891,Swiggy,Food order / dining,194.88,Food & Dining,expense,Credit Card,Credit Card,2030-05-15,INR,Bengaluru,No
TXN604022,USR30891,BookMyShow,Entertainment purchase,546.99,Entertainment,expense,Credit Card,Credit Card,2030-05-16,INR,Bengaluru,No
TXN604023,USR30891,OYO Rooms,Travel booking,4359.17,Travel,expense,Credit Card,Credit Card,2030-05-17,INR,Bengaluru,No
TXN604024,USR30891,HP Petrol Pump,Ride / fuel expense,727.85,Transportation,expense,Credit Card,Credit Card,2030-05-18,INR,Bengaluru,No
TXN604025,USR30891,Uber,Ride / fuel expense,817.8,Transportation,expense,Cash,Savings Account,2030-05-19,INR,Bengaluru,No
TXN604026,USR30891,GST Payment - Freelance,Advance tax / GST payment,1608.22,Tax,expense,Net Banking,Savings Account,2030-05-20,INR,Bengaluru,Yes
TXN604027,USR30891,Stationery Shop,Miscellaneous expense,477.72,Other,expense,Cash,Savings Account,2030-05-24,INR,Bengaluru,No
TXN604028,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,743.09,Healthcare,expense,Debit Card,Savings Account,2030-05-27,INR,Bengaluru,No
TXN604029,USR30891,Tata 1mg,Pharmacy / clinic payment,261.1,Healthcare,expense,Cash,Savings Account,2030-05-30,INR,Bengaluru,No
TXN604030,USR30891,Zomato,Food order / dining,457.67,Food & Dining,expense,Cash,Savings Account,2030-05-30,INR,Bengaluru,No
TXN604031,USR30891,BigBasket,Grocery purchase,2365.52,Groceries,expense,Cash,Savings Account,2030-05-31,INR,Bengaluru,No
TXN604032,USR30891,Flipkart,Online/offline shopping purchase,475.71,Shopping,expense,UPI,Savings Account,2030-05-31,INR,Bengaluru,No
TXN605001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,97000,Salary,income,Net Banking,Savings Account,2030-06-01,INR,Bengaluru,Yes
TXN605002,USR30891,Flipkart,Online/offline shopping purchase,415.12,Shopping,expense,UPI,Savings Account,2030-06-01,INR,Bengaluru,No
TXN605003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2030-06-02,INR,Bengaluru,Yes
TXN605004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2030-06-02,INR,Bengaluru,Yes
TXN605005,USR30891,Local Gaming Cafe,Entertainment purchase,603.44,Entertainment,expense,Credit Card,Credit Card,2030-06-02,INR,Bengaluru,No
TXN605006,USR30891,Swiggy,Food order / dining,376.68,Food & Dining,expense,Cash,Savings Account,2030-06-02,INR,Bengaluru,No
TXN605007,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2030-06-03,INR,Bengaluru,Yes
TXN605008,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2030-06-04,INR,Bengaluru,Yes
TXN605009,USR30891,BESCOM Electricity,Electricity bill payment,1453.75,Utilities,expense,UPI,Savings Account,2030-06-05,INR,Bengaluru,Yes
TXN605010,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2030-06-06,INR,Bengaluru,Yes
TXN605011,USR30891,BWSSB Water Bill,Water bill payment,435.15,Utilities,expense,Net Banking,Savings Account,2030-06-07,INR,Bengaluru,Yes
TXN605012,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2030-06-08,INR,Bengaluru,Yes
TXN605013,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2030-06-10,INR,Bengaluru,Yes
TXN605014,USR30891,More Supermarket,Grocery purchase,764.82,Groceries,expense,Debit Card,Savings Account,2030-06-10,INR,Bengaluru,No
TXN605015,USR30891,OYO Rooms,Travel booking,2628.91,Travel,expense,Credit Card,Credit Card,2030-06-11,INR,Bengaluru,No
TXN605016,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2030-06-12,INR,Bengaluru,Yes
TXN605017,USR30891,Goa Beach Resort Booking,Travel booking,1714.86,Travel,expense,Net Banking,Savings Account,2030-06-12,INR,Bengaluru,No
TXN605018,USR30891,Namma Metro,Ride / fuel expense,376.15,Transportation,expense,UPI,Savings Account,2030-06-13,INR,Bengaluru,No
TXN605019,USR30891,Swiggy,Food order / dining,361.46,Food & Dining,expense,UPI,Savings Account,2030-06-13,INR,Bengaluru,No
TXN605020,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2030-06-15,INR,Bengaluru,Yes
TXN605021,USR30891,Fiverr Freelance Order,Freelance project payment received,9250.99,Freelancing,income,UPI,Savings Account,2030-06-19,INR,Bengaluru,No
TXN605022,USR30891,Local Gaming Cafe,Entertainment purchase,243.34,Entertainment,expense,Credit Card,Credit Card,2030-06-19,INR,Bengaluru,No
TXN605023,USR30891,Side Business Sales Revenue,Business sales revenue received,4019.93,Business,income,Net Banking,Savings Account,2030-06-20,INR,Bengaluru,No
TXN605024,USR30891,GST Payment - Freelance,Advance tax / GST payment,1976.58,Tax,expense,Net Banking,Savings Account,2030-06-20,INR,Bengaluru,Yes
TXN605025,USR30891,More Supermarket,Grocery purchase,1347.18,Groceries,expense,Debit Card,Savings Account,2030-06-20,INR,Bengaluru,No
TXN605026,USR30891,HP Petrol Pump,Ride / fuel expense,433.24,Transportation,expense,Credit Card,Credit Card,2030-06-21,INR,Bengaluru,No
TXN605027,USR30891,Great Learning Course,Online course payment,1769.68,Education,expense,Credit Card,Credit Card,2030-06-21,INR,Bengaluru,No
TXN605028,USR30891,Rapido,Ride / fuel expense,462.86,Transportation,expense,Cash,Savings Account,2030-06-23,INR,Bengaluru,No
