transaction_id,user_id,merchant,description,amount,category,transaction_type,payment_method,account_type,transaction_date,currency,location,recurring
TXN800028,USR30891,HP Petrol Pump,Ride / fuel expense,948.37,Transportation,expense,Credit Card,Credit Card,2032-03-23,INR,Bengaluru,No
TXN800029,USR30891,Udemy,Online course payment,1248.69,Education,expense,Credit Card,Credit Card,2032-03-24,INR,Bengaluru,No
TXN800030,USR30891,Goa Beach Resort Booking,Travel booking,2319.93,Travel,expense,Credit Card,Credit Card,2032-03-26,INR,Bengaluru,No
TXN800031,USR30891,BigBasket,Grocery purchase,2068.42,Groceries,expense,Debit Card,Savings Account,2032-03-27,INR,Bengaluru,No
TXN800032,USR30891,Stationery Shop,Miscellaneous expense,163.61,Other,expense,Cash,Savings Account,2032-03-28,INR,Bengaluru,No
TXN800033,USR30891,HP Petrol Pump,Ride / fuel expense,1123.9,Transportation,expense,UPI,Savings Account,2032-03-30,INR,Bengaluru,No
TXN800034,USR30891,IndiGo Airlines,Travel booking,4077.85,Travel,expense,Credit Card,Credit Card,2032-03-30,INR,Bengaluru,No
TXN801001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,104000,Salary,income,Net Banking,Savings Account,2032-04-01,INR,Bengaluru,Yes
TXN801002,USR30891,Tata 1mg,Pharmacy / clinic payment,681.5,Healthcare,expense,Cash,Savings Account,2032-04-01,INR,Bengaluru,No
TXN801003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-04-02,INR,Bengaluru,Yes
TXN801004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-04-02,INR,Bengaluru,Yes
TXN801005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-04-03,INR,Bengaluru,Yes
TXN801006,USR30891,Myntra,Online/offline shopping purchase,782.67,Shopping,expense,Debit Card,Savings Account,2032-04-03,INR,Bengaluru,No
TXN801007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-04-04,INR,Bengaluru,Yes
TXN801008,USR30891,BigBasket,Grocery purchase,2225.33,Groceries,expense,Cash,Savings Account,2032-04-04,INR,Bengaluru,No
TXN801009,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,655.38,Healthcare,expense,Cash,Savings Account,2032-04-04,INR,Bengaluru,No
TXN801010,USR30891,BESCOM Electricity,Electricity bill payment,1418.91,Utilities,expense,UPI,Savings Account,2032-04-05,INR,Bengaluru,Yes
TXN801011,USR30891,Namma Metro,Ride / fuel expense,116.63,Transportation,expense,Credit Card,Credit Card,2032-04-05,INR,Bengaluru,No
TXN801012,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-04-06,INR,Bengaluru,Yes
TXN801013,USR30891,BWSSB Water Bill,Water bill payment,340.0,Utilities,expense,Net Banking,Savings Account,2032-04-07,INR,Bengaluru,Yes
TXN801014,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-04-08,INR,Bengaluru,Yes
TXN801015,USR30891,Local Restaurant,Food order / dining,235.64,Food & Dining,expense,UPI,Savings Account,2032-04-09,INR,Bengaluru,No
TXN801016,USR30891,IRCTC,Travel booking,4367.96,Travel,expense,Net Banking,Savings Account,2032-04-09,INR,Bengaluru,No
TXN801017,USR30891,Fiverr Freelance Order,Freelance project payment received,6252.69,Freelancing,income,Net Banking,Savings Account,2032-04-10,INR,Bengaluru,No
TXN801018,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-04-10,INR,Bengaluru,Yes
TXN801019,USR30891,Udemy,Online course payment,1868.75,Education,expense,Credit Card,Credit Card,2032-04-10,INR,Bengaluru,No
TXN801020,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-04-12,INR,Bengaluru,Yes
TXN801021,USR30891,Stationery Shop,Miscellaneous expense,192.1,Other,expense,UPI,Savings Account,2032-04-12,INR,Bengaluru,No
TXN801022,USR30891,PVR Cinemas,Entertainment purchase,770.14,Entertainment,expense,Credit Card,Credit Card,2032-04-12,INR,Bengaluru,No
TXN801023,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-04-15,INR,Bengaluru,Yes
TXN801024,USR30891,Uber,Ride / fuel expense,182.91,Transportation,expense,Credit Card,Credit Card,2032-04-15,INR,Bengaluru,No
TXN801025,USR30891,Stationery Shop,Miscellaneous expense,739.77,Other,expense,Cash,Savings Account,2032-04-16,INR,Bengaluru,No
TXN801026,USR30891,Local Kirana Store,Grocery purchase,1104.0,Groceries,expense,Cash,Savings Account,2032-04-16,INR,Bengaluru,No
TXN801027,USR30891,GST Payment - Freelance,Advance tax / GST payment,1076.44,Tax,expense,Net Banking,Savings Account,2032-04-20,INR,Bengaluru,Yes
TXN801028,USR30891,Zerodha - Dividend Payout,Investment payout received,1963.51,Investments,income,Net Banking,Savings Account,2032-04-22,INR,Bengaluru,No
TXN801029,USR30891,Zomato,Food order / dining,285.75,Food & Dining,expense,UPI,Savings Account,2032-04-23,INR,Bengaluru,No
TXN801030,USR30891,BookMyShow,Entertainment purchase,883.97,Entertainment,expense,Credit Card,Credit Card,2032-04-24,INR,Bengaluru,No
TXN801031,USR30891,Myntra,Online/offline shopping purchase,700.73,Shopping,expense,UPI,Savings Account,2032-04-26,INR,Bengaluru,No
TXN801032,USR30891,Namma Metro,Ride / fuel expense,1216.95,Transportation,expense,Credit Card,Credit Card,2032-04-28,INR,Bengaluru,No
TXN801033,USR30891,BigBasket,Grocery purchase,2675.16,Groceries,expense,Cash,Savings Account,2032-04-29,INR,Bengaluru,No
TXN802001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,104000,Salary,income,Net Banking,Savings Account,2032-05-01,INR,Bengaluru,Yes
TXN802002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-05-02,INR,Bengaluru,Yes
TXN802003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-05-02,INR,Bengaluru,Yes
TXN802004,USR30891,Courier - Delhivery,Miscellaneous expense,298.23,Other,expense,Cash,Savings Account,2032-05-02,INR,Bengaluru,No
TXN802005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-05-03,INR,Bengaluru,Yes
TXN802006,USR30891,Zomato,Food order / dining,255.0,Food & Dining,expense,Credit Card,Credit Card,2032-05-03,INR,Bengaluru,No
TXN802007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-05-04,INR,Bengaluru,Yes
TXN802008,USR30891,BESCOM Electricity,Electricity bill payment,949.28,Utilities,expense,UPI,Savings Account,2032-05-05,INR,Bengaluru,Yes
TXN802009,USR30891,Local ATM Withdrawal,Miscellaneous expense,386.16,Other,expense,Cash,Savings Account,2032-05-05,INR,Bengaluru,No
TXN802010,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-05-06,INR,Bengaluru,Yes
TXN802011,USR30891,Swiggy,Food order / dining,546.22,Food & Dining,expense,Credit Card,Credit Card,2032-05-06,INR,Bengaluru,No
TXN802012,USR30891,BWSSB Water Bill,Water bill payment,295.76,Utilities,expense,Net Banking,Savings Account,2032-05-07,INR,Bengaluru,Yes
TXN802013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-05-08,INR,Bengaluru,Yes
TXN802014,USR30891,Great Learning Course,Online course payment,1444.36,Education,expense,Credit Card,Credit Card,2032-05-08,INR,Bengaluru,No
TXN802015,USR30891,Local Kirana Store,Grocery purchase,1790.76,Groceries,expense,Debit Card,Savings Account,2032-05-09,INR,Bengaluru,No
TXN802016,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-05-10,INR,Bengaluru,Yes
TXN802017,USR30891,Coursera Subscription,Online course payment,859.78,Education,expense,Credit Card,Credit Card,2032-05-11,INR,Bengaluru,No
TXN802018,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-05-12,INR,Bengaluru,Yes
TXN802019,USR30891,Local ATM Withdrawal,Miscellaneous expense,522.02,Other,expense,UPI,Savings Account,2032-05-12,INR,Bengaluru,No
TXN802020,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-05-15,INR,Bengaluru,Yes
TXN802021,USR30891,Coin DCX Staking Reward,Crypto staking reward credited,1208.44,Crypto Staking Yield,income,Net Banking,Savings Account,2032-05-16,INR,Bengaluru,Yes
TXN802022,USR30891,Mutual Fund Redemption Gain,Investment payout received,2421.07,Investments,income,Net Banking,Savings Account,2032-05-16,INR,Bengaluru,No
TXN802023,USR30891,Manipal Diagnostic Lab,Full body health checkup,5218.98,Healthcare,expense,UPI,Savings Account,2032-05-18,INR,Bengaluru,No
TXN802024,USR30891,Phoenix Mall,Online/offline shopping purchase,1708.17,Shopping,expense,Debit Card,Savings Account,2032-05-18,INR,Bengaluru,No
TXN802025,USR30891,Upwork Client Payment,Freelance project payment received,4384.85,Freelancing,income,UPI,Savings Account,2032-05-19,INR,Bengaluru,No
TXN802026,USR30891,Coursera Subscription,Online course payment,2243.83,Education,expense,Credit Card,Credit Card,2032-05-19,INR,Bengaluru,No
TXN802027,USR30891,GST Payment - Freelance,Advance tax / GST payment,1256.77,Tax,expense,Net Banking,Savings Account,2032-05-20,INR,Bengaluru,Yes
TXN802028,USR30891,Tata 1mg,Pharmacy / clinic payment,533.76,Healthcare,expense,Debit Card,Savings Account,2032-05-20,INR,Bengaluru,No
TXN802029,USR30891,Stationery Shop,Miscellaneous expense,442.54,Other,expense,UPI,Savings Account,2032-05-20,INR,Bengaluru,No
TXN802030,USR30891,Local Restaurant,Food order / dining,344.85,Food & Dining,expense,UPI,Savings Account,2032-05-21,INR,Bengaluru,No
TXN802031,USR30891,Phoenix Mall,Online/offline shopping purchase,1429.7,Shopping,expense,Debit Card,Savings Account,2032-05-23,INR,Bengaluru,No
TXN802032,USR30891,Local ATM Withdrawal,Miscellaneous expense,738.85,Other,expense,Cash,Savings Account,2032-05-27,INR,Bengaluru,No
TXN802033,USR30891,PVR Cinemas,Entertainment purchase,343.53,Entertainment,expense,UPI,Savings Account,2032-05-28,INR,Bengaluru,No
TXN802034,USR30891,Coursera Subscription,Online course payment,2342.31,Education,expense,Credit Card,Credit Card,2032-05-29,INR,Bengaluru,No
TXN802035,USR30891,Great Learning Course,Online course payment,813.53,Education,expense,Credit Card,Credit Card,2032-05-30,INR,Bengaluru,No
TXN803001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,104000,Salary,income,Net Banking,Savings Account,2032-06-01,INR,Bengaluru,Yes
TXN803002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-06-02,INR,Bengaluru,Yes
TXN803003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-06-02,INR,Bengaluru,Yes
TXN803004,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,987.81,Healthcare,expense,UPI,Savings Account,2032-06-02,INR,Bengaluru,No
TXN803005,USR30891,Amazon.in,Online/offline shopping purchase,2427.69,Shopping,expense,UPI,Savings Account,2032-06-02,INR,Bengaluru,No
TXN803006,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-06-03,INR,Bengaluru,Yes
TXN803007,USR30891,Swiggy,Food order / dining,191.87,Food & Dining,expense,Cash,Savings Account,2032-06-03,INR,Bengaluru,No
TXN803008,USR30891,Tata 1mg,Pharmacy / clinic payment,1136.54,Healthcare,expense,Cash,Savings Account,2032-06-03,INR,Bengaluru,No
TXN803009,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-06-04,INR,Bengaluru,Yes
TXN803010,USR30891,Uber,Ride / fuel expense,1080.68,Transportation,expense,Cash,Savings Account,2032-06-04,INR,Bengaluru,No
TXN803011,USR30891,Great Learning Course,Online course payment,2299.13,Education,expense,Credit Card,Credit Card,2032-06-04,INR,Bengaluru,No
TXN803012,USR30891,PVR Cinemas,Entertainment purchase,338.96,Entertainment,expense,UPI,Savings Account,2032-06-04,INR,Bengaluru,No
TXN803013,USR30891,BESCOM Electricity,Electricity bill payment,1060.86,Utilities,expense,UPI,Savings Account,2032-06-05,INR,Bengaluru,Yes
TXN803014,USR30891,Tata 1mg,Pharmacy / clinic payment,379.99,Healthcare,expense,Cash,Savings Account,2032-06-05,INR,Bengaluru,No
TXN803015,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-06-06,INR,Bengaluru,Yes
TXN803016,USR30891,BWSSB Water Bill,Water bill payment,270.39,Utilities,expense,Net Banking,Savings Account,2032-06-07,INR,Bengaluru,Yes
TXN803017,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-06-08,INR,Bengaluru,Yes
TXN803018,USR30891,More Supermarket,Grocery purchase,535.8,Groceries,expense,Debit Card,Savings Account,2032-06-09,INR,Bengaluru,No
TXN803019,USR30891,PVR Cinemas,Entertainment purchase,849.15,Entertainment,expense,UPI,Savings Account,2032-06-09,INR,Bengaluru,No
TXN803020,USR30891,Upwork Client Payment,Freelance project payment received,7355.25,Freelancing,income,Net Banking,Savings Account,2032-06-10,INR,Bengaluru,No
TXN803021,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-06-10,INR,Bengaluru,Yes
TXN803022,USR30891,Stationery Shop,Miscellaneous expense,527.23,Other,expense,UPI,Savings Account,2032-06-11,INR,Bengaluru,No
TXN803023,USR30891,Coin DCX Staking Reward,Crypto staking reward credited,1787.87,Crypto Staking Yield,income,Net Banking,Savings Account,2032-06-12,INR,Bengaluru,Yes
TXN803024,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-06-12,INR,Bengaluru,Yes
TXN803025,USR30891,Etsy Shop Payout,Business sales revenue received,4996.43,Business,income,Net Banking,Savings Account,2032-06-14,INR,Bengaluru,No
TXN803026,USR30891,IndiGo Airlines,Vacation flight booking,3705.19,Travel,expense,Credit Card,Credit Card,2032-06-14,INR,Bengaluru,No
TXN803027,USR30891,OYO Rooms,Travel booking,1222.98,Travel,expense,Credit Card,Credit Card,2032-06-14,INR,Bengaluru,No
TXN803028,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-06-15,INR,Bengaluru,Yes
TXN803029,USR30891,Goa Beach Resort Booking,Vacation resort stay,6338.32,Travel,expense,Net Banking,Savings Account,2032-06-15,INR,Bengaluru,No
TXN803030,USR30891,Tata 1mg,Pharmacy / clinic payment,1141.58,Healthcare,expense,Debit Card,Savings Account,2032-06-16,INR,Bengaluru,No
TXN803031,USR30891,MakeMyTrip,Travel booking,2643.57,Travel,expense,Net Banking,Savings Account,2032-06-18,INR,Bengaluru,No
TXN803032,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,1089.3,Healthcare,expense,UPI,Savings Account,2032-06-19,INR,Bengaluru,No
TXN803033,USR30891,GST Payment - Freelance,Advance tax / GST payment,1290.22,Tax,expense,Net Banking,Savings Account,2032-06-20,INR,Bengaluru,Yes
TXN803034,USR30891,Zerodha - Dividend Payout,Investment payout received,1874.66,Investments,income,Net Banking,Savings Account,2032-06-22,INR,Bengaluru,No
TXN803035,USR30891,More Supermarket,Grocery purchase,1522.4,Groceries,expense,Debit Card,Savings Account,2032-06-22,INR,Bengaluru,No
TXN803036,USR30891,Stationery Shop,Miscellaneous expense,369.28,Other,expense,UPI,Savings Account,2032-06-29,INR,Bengaluru,No
TXN803037,USR30891,Stationery Shop,Miscellaneous expense,798.44,Other,expense,Cash,Savings Account,2032-06-29,INR,Bengaluru,No
TXN804001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2032-07-01,INR,Bengaluru,Yes
TXN804002,USR30891,BigBasket,Grocery purchase,616.63,Groceries,expense,Cash,Savings Account,2032-07-01,INR,Bengaluru,No
TXN804003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-07-02,INR,Bengaluru,Yes
TXN804004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-07-02,INR,Bengaluru,Yes
TXN804005,USR30891,Flipkart,Online/offline shopping purchase,3172.27,Shopping,expense,Credit Card,Credit Card,2032-07-02,INR,Bengaluru,No
TXN804006,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-07-03,INR,Bengaluru,Yes
TXN804007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-07-04,INR,Bengaluru,Yes
TXN804008,USR30891,Stationery Shop,Miscellaneous expense,155.65,Other,expense,UPI,Savings Account,2032-07-04,INR,Bengaluru,No
TXN804009,USR30891,BESCOM Electricity,Electricity bill payment,1134.61,Utilities,expense,UPI,Savings Account,2032-07-05,INR,Bengaluru,Yes
TXN804010,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-07-06,INR,Bengaluru,Yes
TXN804011,USR30891,Swiggy,Food order / dining,485.18,Food & Dining,expense,Cash,Savings Account,2032-07-06,INR,Bengaluru,No
TXN804012,USR30891,BWSSB Water Bill,Water bill payment,323.77,Utilities,expense,Net Banking,Savings Account,2032-07-07,INR,Bengaluru,Yes
TXN804013,USR30891,Domino's Pizza,Food order / dining,982.09,Food & Dining,expense,Credit Card,Credit Card,2032-07-07,INR,Bengaluru,No
TXN804014,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-07-08,INR,Bengaluru,Yes
TXN804015,USR30891,Stationery Shop,Miscellaneous expense,681.34,Other,expense,Cash,Savings Account,2032-07-08,INR,Bengaluru,No
TXN804016,USR30891,IRCTC,Travel booking,3165.99,Travel,expense,Credit Card,Credit Card,2032-07-09,INR,Bengaluru,No
TXN804017,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-07-10,INR,Bengaluru,Yes
TXN804018,USR30891,MakeMyTrip,Travel booking,1480.96,Travel,expense,Credit Card,Credit Card,2032-07-10,INR,Bengaluru,No
TXN804019,USR30891,Side Business Sales Revenue,Business sales revenue received,6940.73,Business,income,Net Banking,Savings Account,2032-07-11,INR,Bengaluru,No
TXN804020,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-07-12,INR,Bengaluru,Yes
TXN804021,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-07-15,INR,Bengaluru,Yes
TXN804022,USR30891,Phoenix Mall,Online/offline shopping purchase,971.78,Shopping,expense,UPI,Savings Account,2032-07-15,INR,Bengaluru,No
TXN804023,USR30891,Phoenix Mall,Online/offline shopping purchase,3156.38,Shopping,expense,Credit Card,Credit Card,2032-07-15,INR,Bengaluru,No
TXN804024,USR30891,Fiverr Freelance Order,Freelance project payment received,4547.2,Freelancing,income,UPI,Savings Account,2032-07-18,INR,Bengaluru,No
TXN804025,USR30891,Tata 1mg,Pharmacy / clinic payment,452.95,Healthcare,expense,UPI,Savings Account,2032-07-19,INR,Bengaluru,No
TXN804026,USR30891,GST Payment - Freelance,Advance tax / GST payment,1839.6,Tax,expense,Net Banking,Savings Account,2032-07-20,INR,Bengaluru,Yes
TXN804027,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,975.88,Healthcare,expense,Debit Card,Savings Account,2032-07-22,INR,Bengaluru,No
TXN804028,USR30891,Amazon.in,Online/offline shopping purchase,929.02,Shopping,expense,Debit Card,Savings Account,2032-07-23,INR,Bengaluru,No
TXN804029,USR30891,Local Gaming Cafe,Entertainment purchase,357.46,Entertainment,expense,UPI,Savings Account,2032-07-23,INR,Bengaluru,No
TXN804030,USR30891,DMart,Grocery purchase,2341.71,Groceries,expense,Debit Card,Savings Account,2032-07-26,INR,Bengaluru,No
TXN804031,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,1174.98,Healthcare,expense,UPI,Savings Account,2032-07-27,INR,Bengaluru,No
TXN804032,USR30891,Tata 1mg,Pharmacy / clinic payment,877.11,Healthcare,expense,UPI,Savings Account,2032-07-29,INR,Bengaluru,No
TXN804033,USR30891,DMart,Grocery purchase,2150.6,Groceries,expense,Cash,Savings Account,2032-07-29,INR,Bengaluru,No
TXN805001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2032-08-01,INR,Bengaluru,Yes
TXN805002,USR30891,Amazon.in,Online/offline shopping purchase,2395.55,Shopping,expense,Debit Card,Savings Account,2032-08-01,INR,Bengaluru,No
TXN805003,USR30891,Uber,Ride / fuel expense,905.27,Transportation,expense,Cash,Savings Account,2032-08-01,INR,Bengaluru,No
TXN805004,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2032-08-02,INR,Bengaluru,Yes
TXN805005,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2032-08-02,INR,Bengaluru,Yes
TXN805006,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2032-08-03,INR,Bengaluru,Yes
TXN805007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2032-08-04,INR,Bengaluru,Yes
TXN805008,USR30891,BESCOM Electricity,Electricity bill payment,1000.29,Utilities,expense,UPI,Savings Account,2032-08-05,INR,Bengaluru,Yes
TXN805009,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2032-08-06,INR,Bengaluru,Yes
TXN805010,USR30891,Namma Metro,Ride / fuel expense,717.56,Transportation,expense,Credit Card,Credit Card,2032-08-06,INR,Bengaluru,No
TXN805011,USR30891,BWSSB Water Bill,Water bill payment,363.78,Utilities,expense,Net Banking,Savings Account,2032-08-07,INR,Bengaluru,Yes
TXN805012,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2032-08-08,INR,Bengaluru,Yes
TXN805013,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2032-08-10,INR,Bengaluru,Yes
TXN805014,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2032-08-12,INR,Bengaluru,Yes
TXN805015,USR30891,Local ATM Withdrawal,Miscellaneous expense,112.96,Other,expense,UPI,Savings Account,2032-08-14,INR,Bengaluru,No
TXN805016,USR30891,Local Restaurant,Food order / dining,339.97,Food & Dining,expense,UPI,Savings Account,2032-08-14,INR,Bengaluru,No
TXN805017,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2032-08-15,INR,Bengaluru,Yes
