transaction_id,user_id,merchant,description,amount,category,transaction_type,payment_method,account_type,transaction_date,currency,location,recurring
TXN613016,USR30891,Flipkart,Online/offline shopping purchase,2774.74,Shopping,expense,Debit Card,Savings Account,2031-02-11,INR,Bengaluru,No
TXN613017,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2031-02-12,INR,Bengaluru,Yes
TXN613018,USR30891,MakeMyTrip,Travel booking,4461.55,Travel,expense,Credit Card,Credit Card,2031-02-12,INR,Bengaluru,No
TXN613019,USR30891,Myntra,Online/offline shopping purchase,1476.53,Shopping,expense,UPI,Savings Account,2031-02-13,INR,Bengaluru,No
TXN613020,USR30891,Tata 1mg,Pharmacy / clinic payment,719.69,Healthcare,expense,Debit Card,Savings Account,2031-02-13,INR,Bengaluru,No
TXN613021,USR30891,More Supermarket,Grocery purchase,2497.66,Groceries,expense,Debit Card,Savings Account,2031-02-14,INR,Bengaluru,No
TXN613022,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2031-02-15,INR,Bengaluru,Yes
TXN613023,USR30891,Stationery Shop,Miscellaneous expense,879.47,Other,expense,UPI,Savings Account,2031-02-15,INR,Bengaluru,No
TXN613024,USR30891,Local Gaming Cafe,Entertainment purchase,370.44,Entertainment,expense,Credit Card,Credit Card,2031-02-18,INR,Bengaluru,No
TXN613025,USR30891,Stationery Shop,Miscellaneous expense,679.68,Other,expense,Cash,Savings Account,2031-02-18,INR,Bengaluru,No
TXN613026,USR30891,Goa Beach Resort Booking,Travel booking,2130.89,Travel,expense,Credit Card,Credit Card,2031-02-18,INR,Bengaluru,No
TXN613027,USR30891,Fiverr Freelance Order,Freelance project payment received,9422.32,Freelancing,income,UPI,Savings Account,2031-02-20,INR,Bengaluru,No
TXN613028,USR30891,GST Payment - Freelance,Advance tax / GST payment,804.8,Tax,expense,Net Banking,Savings Account,2031-02-20,INR,Bengaluru,Yes
TXN613029,USR30891,PVR Cinemas,Entertainment purchase,423.46,Entertainment,expense,UPI,Savings Account,2031-02-21,INR,Bengaluru,No
TXN613030,USR30891,Zerodha - Dividend Payout,Investment payout received,2215.61,Investments,income,Net Banking,Savings Account,2031-02-22,INR,Bengaluru,No
TXN613031,USR30891,Courier - Delhivery,Miscellaneous expense,227.49,Other,expense,UPI,Savings Account,2031-02-25,INR,Bengaluru,No
TXN613032,USR30891,Phoenix Mall,Online/offline shopping purchase,2900.92,Shopping,expense,UPI,Savings Account,2031-02-26,INR,Bengaluru,No
TXN613033,USR30891,Local Restaurant,Food order / dining,696.06,Food & Dining,expense,Cash,Savings Account,2031-02-26,INR,Bengaluru,No
TXN613034,USR30891,BookMyShow,Entertainment purchase,164.18,Entertainment,expense,Credit Card,Credit Card,2031-02-26,INR,Bengaluru,No
