transaction_id,user_id,merchant,description,amount,category,transaction_type,payment_method,account_type,transaction_date,currency,location,recurring
TXN901007,USR30891,BESCOM Electricity,Electricity bill payment,1492.12,Utilities,expense,UPI,Savings Account,2033-08-05,INR,Bengaluru,Yes
TXN901008,USR30891,WazirX Staking Payout,Crypto staking reward credited,1522.67,Crypto Staking Yield,income,Net Banking,Savings Account,2033-08-06,INR,Bengaluru,Yes
TXN901009,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2033-08-06,INR,Bengaluru,Yes
TXN901010,USR30891,BookMyShow,Entertainment purchase,253.52,Entertainment,expense,UPI,Savings Account,2033-08-06,INR,Bengaluru,No
TXN901011,USR30891,BWSSB Water Bill,Water bill payment,312.78,Utilities,expense,Net Banking,Savings Account,2033-08-07,INR,Bengaluru,Yes
TXN901012,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2033-08-08,INR,Bengaluru,Yes
TXN901013,USR30891,Udemy,Online course payment,1743.98,Education,expense,Credit Card,Credit Card,2033-08-08,INR,Bengaluru,No
TXN901014,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2033-08-10,INR,Bengaluru,Yes
TXN901015,USR30891,Stationery Shop,Miscellaneous expense,884.45,Other,expense,UPI,Savings Account,2033-08-11,INR,Bengaluru,No
TXN901016,USR30891,Stationery Shop,Miscellaneous expense,455.88,Other,expense,UPI,Savings Account,2033-08-11,INR,Bengaluru,No
TXN901017,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2033-08-12,INR,Bengaluru,Yes
TXN901018,USR30891,Local ATM Withdrawal,Miscellaneous expense,468.07,Other,expense,UPI,Savings Account,2033-08-12,INR,Bengaluru,No
TXN901019,USR30891,Upwork Client Payment,Freelance project payment received,5720.24,Freelancing,income,UPI,Savings Account,2033-08-14,INR,Bengaluru,No
TXN901020,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2033-08-15,INR,Bengaluru,Yes
TXN901021,USR30891,Flipkart,Online/offline shopping purchase,2503.28,Shopping,expense,Credit Card,Credit Card,2033-08-17,INR,Bengaluru,No
TXN901022,USR30891,Local Kirana Store,Grocery purchase,2143.75,Groceries,expense,UPI,Savings Account,2033-08-19,INR,Bengaluru,No
TXN901023,USR30891,GST Payment - Freelance,Advance tax / GST payment,1675.44,Tax,expense,Net Banking,Savings Account,2033-08-20,INR,Bengaluru,Yes
TXN901024,USR30891,Local ATM Withdrawal,Miscellaneous expense,680.67,Other,expense,Cash,Savings Account,2033-08-20,INR,Bengaluru,No
TXN901025,USR30891,Local Gaming Cafe,Entertainment purchase,781.13,Entertainment,expense,Credit Card,Credit Card,2033-08-21,INR,Bengaluru,No
TXN901026,USR30891,Uber,Ride / fuel expense,853.2,Transportation,expense,Credit Card,Credit Card,2033-08-24,INR,Bengaluru,No
TXN901027,USR30891,Udemy,Online course payment,1667.68,Education,expense,Credit Card,Credit Card,2033-08-25,INR,Bengaluru,No
TXN901028,USR30891,Ola Cabs,Ride / fuel expense,321.11,Transportation,expense,UPI,Savings Account,2033-08-25,INR,Bengaluru,No
TXN901029,USR30891,Ola Cabs,Ride / fuel expense,195.91,Transportation,expense,Credit Card,Credit Card,2033-08-25,INR,Bengaluru,No
TXN901030,USR30891,MakeMyTrip,Travel booking,3776.07,Travel,expense,Net Banking,Savings Account,2033-08-25,INR,Bengaluru,No
TXN901031,USR30891,Zerodha - Dividend Payout,Investment payout received,1794.56,Investments,income,Net Banking,Savings Account,2033-08-28,INR,Bengaluru,No
TXN901032,USR30891,BookMyShow,Entertainment purchase,871.76,Entertainment,expense,Credit Card,Credit Card,2033-08-28,INR,Bengaluru,No
TXN902001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2033-09-01,INR,Bengaluru,Yes
TXN902002,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2033-09-02,INR,Bengaluru,Yes
TXN902003,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2033-09-02,INR,Bengaluru,Yes
TXN902004,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2033-09-03,INR,Bengaluru,Yes
TXN902005,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2033-09-04,INR,Bengaluru,Yes
TXN902006,USR30891,BESCOM Electricity,Electricity bill payment,985.13,Utilities,expense,UPI,Savings Account,2033-09-05,INR,Bengaluru,Yes
TXN902007,USR30891,Stationery Shop,Miscellaneous expense,481.73,Other,expense,Cash,Savings Account,2033-09-05,INR,Bengaluru,No
TXN902008,USR30891,WazirX Staking Payout,Crypto staking reward credited,2020.85,Crypto Staking Yield,income,UPI,Savings Account,2033-09-06,INR,Bengaluru,Yes
TXN902009,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2033-09-06,INR,Bengaluru,Yes
TXN902010,USR30891,BWSSB Water Bill,Water bill payment,298.1,Utilities,expense,Net Banking,Savings Account,2033-09-07,INR,Bengaluru,Yes
TXN902011,USR30891,Flipkart,Online/offline shopping purchase,894.11,Shopping,expense,Debit Card,Savings Account,2033-09-07,INR,Bengaluru,No
TXN902012,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2033-09-08,INR,Bengaluru,Yes
TXN902013,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2033-09-10,INR,Bengaluru,Yes
TXN902014,USR30891,Namma Metro,Ride / fuel expense,1331.53,Transportation,expense,Credit Card,Credit Card,2033-09-11,INR,Bengaluru,No
TXN902015,USR30891,Great Learning Course,Online course payment,1786.04,Education,expense,Credit Card,Credit Card,2033-09-11,INR,Bengaluru,No
TXN902016,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2033-09-12,INR,Bengaluru,Yes
TXN902017,USR30891,MakeMyTrip,Travel booking,4107.97,Travel,expense,Credit Card,Credit Card,2033-09-13,INR,Bengaluru,No
TXN902018,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2033-09-15,INR,Bengaluru,Yes
TXN902019,USR30891,Side Business Sales Revenue,Business sales revenue received,8629.96,Business,income,Net Banking,Savings Account,2033-09-18,INR,Bengaluru,No
TXN902020,USR30891,Coursera Subscription,Online course payment,1102.08,Education,expense,Credit Card,Credit Card,2033-09-18,INR,Bengaluru,No
TXN902021,USR30891,Upwork Client Payment,Freelance project payment received,5791.99,Freelancing,income,UPI,Savings Account,2033-09-20,INR,Bengaluru,No
TXN902022,USR30891,GST Payment - Freelance,Advance tax / GST payment,995.12,Tax,expense,Net Banking,Savings Account,2033-09-20,INR,Bengaluru,Yes
TXN902023,USR30891,BookMyShow,Entertainment purchase,706.33,Entertainment,expense,Credit Card,Credit Card,2033-09-20,INR,Bengaluru,No
TXN902024,USR30891,Local ATM Withdrawal,Miscellaneous expense,133.24,Other,expense,UPI,Savings Account,2033-09-21,INR,Bengaluru,No
TXN902025,USR30891,IRCTC,Travel booking,1480.33,Travel,expense,Net Banking,Savings Account,2033-09-22,INR,Bengaluru,No
TXN902026,USR30891,IRCTC,Travel booking,2978.96,Travel,expense,Net Banking,Savings Account,2033-09-22,INR,Bengaluru,No
TXN902027,USR30891,Domino's Pizza,Food order / dining,895.11,Food & Dining,expense,Credit Card,Credit Card,2033-09-23,INR,Bengaluru,No
TXN902028,USR30891,Swiggy,Food order / dining,471.05,Food & Dining,expense,Cash,Savings Account,2033-09-24,INR,Bengaluru,No
TXN902029,USR30891,Apollo Pharmacy,Pharmacy / clinic payment,946.67,Healthcare,expense,Cash,Savings Account,2033-09-26,INR,Bengaluru,No
TXN902030,USR30891,Coursera Subscription,Online course payment,1312.3,Education,expense,Credit Card,Credit Card,2033-09-27,INR,Bengaluru,No
TXN902031,USR30891,Flipkart,Online/offline shopping purchase,3140.9,Shopping,expense,UPI,Savings Account,2033-09-30,INR,Bengaluru,No
TXN902032,USR30891,Domino's Pizza,Food order / dining,650.54,Food & Dining,expense,Credit Card,Credit Card,2033-09-30,INR,Bengaluru,No
TXN903001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2033-10-01,INR,Bengaluru,Yes
TXN903002,USR30891,Ola Cabs,Ride / fuel expense,1239.18,Transportation,expense,Credit Card,Credit Card,2033-10-01,INR,Bengaluru,No
TXN903003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2033-10-02,INR,Bengaluru,Yes
TXN903004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2033-10-02,INR,Bengaluru,Yes
TXN903005,USR30891,BookMyShow,Entertainment purchase,400.99,Entertainment,expense,UPI,Savings Account,2033-10-02,INR,Bengaluru,No
TXN903006,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2033-10-03,INR,Bengaluru,Yes
TXN903007,USR30891,IRCTC,Travel booking,1520.25,Travel,expense,Net Banking,Savings Account,2033-10-03,INR,Bengaluru,No
TXN903008,USR30891,More Supermarket,Grocery purchase,994.12,Groceries,expense,Debit Card,Savings Account,2033-10-03,INR,Bengaluru,No
TXN903009,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2033-10-04,INR,Bengaluru,Yes
TXN903010,USR30891,BESCOM Electricity,Electricity bill payment,1018.56,Utilities,expense,UPI,Savings Account,2033-10-05,INR,Bengaluru,Yes
TXN903011,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2033-10-06,INR,Bengaluru,Yes
TXN903012,USR30891,Coursera Subscription,Online course payment,1466.56,Education,expense,Credit Card,Credit Card,2033-10-06,INR,Bengaluru,No
TXN903013,USR30891,Myntra,Online/offline shopping purchase,856.68,Shopping,expense,Debit Card,Savings Account,2033-10-06,INR,Bengaluru,No
TXN903014,USR30891,BWSSB Water Bill,Water bill payment,322.69,Utilities,expense,Net Banking,Savings Account,2033-10-07,INR,Bengaluru,Yes
TXN903015,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2033-10-08,INR,Bengaluru,Yes
TXN903016,USR30891,MakeMyTrip,Travel booking,1017.89,Travel,expense,Credit Card,Credit Card,2033-10-09,INR,Bengaluru,No
TXN903017,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2033-10-10,INR,Bengaluru,Yes
TXN903018,USR30891,More Supermarket,Grocery purchase,743.07,Groceries,expense,UPI,Savings Account,2033-10-10,INR,Bengaluru,No
TXN903019,USR30891,DMart,Grocery purchase,1045.59,Groceries,expense,UPI,Savings Account,2033-10-11,INR,Bengaluru,No
TXN903020,USR30891,Fiverr Freelance Order,Freelance project payment received,8918.29,Freelancing,income,UPI,Savings Account,2033-10-12,INR,Bengaluru,No
TXN903021,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2033-10-12,INR,Bengaluru,Yes
TXN903022,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2033-10-15,INR,Bengaluru,Yes
TXN903023,USR30891,Local ATM Withdrawal,Miscellaneous expense,530.13,Other,expense,UPI,Savings Account,2033-10-15,INR,Bengaluru,No
TXN903024,USR30891,Mutual Fund Redemption Gain,Investment payout received,1635.86,Investments,income,Net Banking,Savings Account,2033-10-17,INR,Bengaluru,No
TXN903025,USR30891,GST Payment - Freelance,Advance tax / GST payment,1896.04,Tax,expense,Net Banking,Savings Account,2033-10-20,INR,Bengaluru,Yes
TXN903026,USR30891,IRCTC,Travel booking,1987.89,Travel,expense,Credit Card,Credit Card,2033-10-20,INR,Bengaluru,No
TXN903027,USR30891,Side Business Sales Revenue,Business sales revenue received,8726.73,Business,income,Net Banking,Savings Account,2033-10-21,INR,Bengaluru,No
TXN903028,USR30891,IRCTC,Travel booking,3749.56,Travel,expense,Net Banking,Savings Account,2033-10-21,INR,Bengaluru,No
TXN903029,USR30891,More Supermarket,Grocery purchase,808.27,Groceries,expense,Debit Card,Savings Account,2033-10-24,INR,Bengaluru,No
TXN903030,USR30891,Local ATM Withdrawal,Miscellaneous expense,255.0,Other,expense,UPI,Savings Account,2033-10-24,INR,Bengaluru,No
TXN903031,USR30891,Local Restaurant,Food order / dining,494.26,Food & Dining,expense,UPI,Savings Account,2033-10-24,INR,Bengaluru,No
TXN903032,USR30891,WazirX Staking Payout,Crypto staking reward credited,747.49,Crypto Staking Yield,income,Net Banking,Savings Account,2033-10-25,INR,Bengaluru,Yes
TXN903033,USR30891,Namma Metro,Ride / fuel expense,66.19,Transportation,expense,UPI,Savings Account,2033-10-26,INR,Bengaluru,No
TXN904001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2033-11-01,INR,Bengaluru,Yes
TXN904002,USR30891,Third Wave Coffee,Food order / dining,763.87,Food & Dining,expense,Credit Card,Credit Card,2033-11-01,INR,Bengaluru,No
TXN904003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2033-11-02,INR,Bengaluru,Yes
TXN904004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2033-11-02,INR,Bengaluru,Yes
TXN904005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2033-11-03,INR,Bengaluru,Yes
TXN904006,USR30891,Local ATM Withdrawal,Miscellaneous expense,796.79,Other,expense,Cash,Savings Account,2033-11-03,INR,Bengaluru,No
TXN904007,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2033-11-04,INR,Bengaluru,Yes
TXN904008,USR30891,IndiGo Airlines,Travel booking,2708.4,Travel,expense,Net Banking,Savings Account,2033-11-04,INR,Bengaluru,No
TXN904009,USR30891,BESCOM Electricity,Electricity bill payment,1312.21,Utilities,expense,UPI,Savings Account,2033-11-05,INR,Bengaluru,Yes
TXN904010,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2033-11-06,INR,Bengaluru,Yes
TXN904011,USR30891,Rapido,Ride / fuel expense,1447.3,Transportation,expense,Credit Card,Credit Card,2033-11-06,INR,Bengaluru,No
TXN904012,USR30891,BWSSB Water Bill,Water bill payment,367.33,Utilities,expense,Net Banking,Savings Account,2033-11-07,INR,Bengaluru,Yes
TXN904013,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2033-11-08,INR,Bengaluru,Yes
TXN904014,USR30891,Upwork Client Payment,Freelance project payment received,10902.15,Freelancing,income,Net Banking,Savings Account,2033-11-09,INR,Bengaluru,No
TXN904015,USR30891,Local Kirana Store,Grocery purchase,1389.49,Groceries,expense,Cash,Savings Account,2033-11-09,INR,Bengaluru,No
TXN904016,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2033-11-10,INR,Bengaluru,Yes
TXN904017,USR30891,Tata 1mg,Pharmacy / clinic payment,1320.3,Healthcare,expense,Debit Card,Savings Account,2033-11-10,INR,Bengaluru,No
TXN904018,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2033-11-12,INR,Bengaluru,Yes
TXN904019,USR30891,Coursera Subscription,Online course payment,479.0,Education,expense,Credit Card,Credit Card,2033-11-14,INR,Bengaluru,No
TXN904020,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2033-11-15,INR,Bengaluru,Yes
TXN904021,USR30891,Stationery Shop,Miscellaneous expense,424.99,Other,expense,Cash,Savings Account,2033-11-15,INR,Bengaluru,No
TXN904022,USR30891,Flipkart,Online/offline shopping purchase,2995.82,Shopping,expense,UPI,Savings Account,2033-11-15,INR,Bengaluru,No
TXN904023,USR30891,Manipal Diagnostic Lab,Pharmacy / clinic payment,650.39,Healthcare,expense,Debit Card,Savings Account,2033-11-15,INR,Bengaluru,No
TXN904024,USR30891,Coursera Subscription,Online course payment,1400.96,Education,expense,Credit Card,Credit Card,2033-11-15,INR,Bengaluru,No
TXN904025,USR30891,Local Kirana Store,Grocery purchase,914.15,Groceries,expense,Cash,Savings Account,2033-11-17,INR,Bengaluru,No
TXN904026,USR30891,DMart,Grocery purchase,911.98,Groceries,expense,Cash,Savings Account,2033-11-19,INR,Bengaluru,No
TXN904027,USR30891,GST Payment - Freelance,Advance tax / GST payment,1520.02,Tax,expense,Net Banking,Savings Account,2033-11-20,INR,Bengaluru,Yes
TXN904028,USR30891,Domino's Pizza,Food order / dining,950.4,Food & Dining,expense,Cash,Savings Account,2033-11-20,INR,Bengaluru,No
TXN904029,USR30891,Zerodha - Dividend Payout,Investment payout received,1248.89,Investments,income,Net Banking,Savings Account,2033-11-21,INR,Bengaluru,No
TXN904030,USR30891,Zomato,Food order / dining,742.7,Food & Dining,expense,Credit Card,Credit Card,2033-11-22,INR,Bengaluru,No
TXN904031,USR30891,Coin DCX Staking Reward,Crypto staking reward credited,650.21,Crypto Staking Yield,income,Net Banking,Savings Account,2033-11-27,INR,Bengaluru,Yes
TXN904032,USR30891,Third Wave Coffee,Food order / dining,585.48,Food & Dining,expense,Cash,Savings Account,2033-11-28,INR,Bengaluru,No
TXN905001,USR30891,Brightpath Analytics Pvt Ltd - Salary,Monthly salary credit,108000,Salary,income,Net Banking,Savings Account,2033-12-01,INR,Bengaluru,Yes
TXN905002,USR30891,HP Petrol Pump,Ride / fuel expense,1136.63,Transportation,expense,Credit Card,Credit Card,2033-12-01,INR,Bengaluru,No
TXN905003,USR30891,Netflix,Monthly subscription,199,Subscriptions,expense,Credit Card,Credit Card,2033-12-02,INR,Bengaluru,Yes
TXN905004,USR30891,Spotify Premium,Monthly subscription,119,Subscriptions,expense,Credit Card,Credit Card,2033-12-02,INR,Bengaluru,Yes
TXN905005,USR30891,Reddy Estate - Landlord,Monthly house rent,20000,Housing & Rent,expense,Net Banking,Savings Account,2033-12-03,INR,Bengaluru,Yes
TXN905006,USR30891,YouTube Premium,Monthly subscription,149,Subscriptions,expense,Credit Card,Credit Card,2033-12-04,INR,Bengaluru,Yes
TXN905007,USR30891,BESCOM Electricity,Electricity bill payment,1150.16,Utilities,expense,UPI,Savings Account,2033-12-05,INR,Bengaluru,Yes
TXN905008,USR30891,ACT Fibernet,Broadband monthly bill,1099,Utilities,expense,UPI,Savings Account,2033-12-06,INR,Bengaluru,Yes
TXN905009,USR30891,BWSSB Water Bill,Water bill payment,332.25,Utilities,expense,Net Banking,Savings Account,2033-12-07,INR,Bengaluru,Yes
TXN905010,USR30891,Domino's Pizza,Food order / dining,552.3,Food & Dining,expense,UPI,Savings Account,2033-12-07,INR,Bengaluru,No
TXN905011,USR30891,Bajaj Finserv Laptop EMI,Laptop purchase EMI,4500,EMI,expense,Net Banking,Savings Account,2033-12-08,INR,Bengaluru,Yes
TXN905012,USR30891,PVR Cinemas,Entertainment purchase,552.55,Entertainment,expense,UPI,Savings Account,2033-12-09,INR,Bengaluru,No
TXN905013,USR30891,HP Petrol Pump,Ride / fuel expense,640.54,Transportation,expense,UPI,Savings Account,2033-12-09,INR,Bengaluru,No
TXN905014,USR30891,Star Health Insurance,Health insurance premium,2200,Insurance,expense,Net Banking,Savings Account,2033-12-10,INR,Bengaluru,Yes
TXN905015,USR30891,RD Auto-Debit - ICICI Bank,Recurring deposit auto-transfer,3000,Savings,expense,Net Banking,Savings Account,2033-12-12,INR,Bengaluru,Yes
TXN905016,USR30891,IndiGo Airlines,Travel booking,4121.4,Travel,expense,Credit Card,Credit Card,2033-12-13,INR,Bengaluru,No
TXN905017,USR30891,Local Gaming Cafe,Entertainment purchase,284.29,Entertainment,expense,UPI,Savings Account,2033-12-13,INR,Bengaluru,No
TXN905018,USR30891,Tata 1mg,Pharmacy / clinic payment,216.1,Healthcare,expense,Cash,Savings Account,2033-12-13,INR,Bengaluru,No
TXN905019,USR30891,Zomato,Food order / dining,348.07,Food & Dining,expense,Cash,Savings Account,2033-12-14,INR,Bengaluru,No
TXN905020,USR30891,Zerodha - SIP Mutual Fund,Monthly SIP investment,3500,Investment,expense,Net Banking,Savings Account,2033-12-15,INR,Bengaluru,Yes
TXN905021,USR30891,Side Business Sales Revenue,Business sales revenue received,7239.39,Business,income,UPI,Savings Account,2033-12-16,INR,Bengaluru,No
TXN905022,USR30891,Great Learning Course,Online course payment,926.44,Education,expense,Credit Card,Credit Card,2033-12-16,INR,Bengaluru,No
TXN905023,USR30891,MakeMyTrip,Travel booking,924.58,Travel,expense,Net Banking,Savings Account,2033-12-17,INR,Bengaluru,No
TXN905024,USR30891,MakeMyTrip,Travel booking,3773.87,Travel,expense,Credit Card,Credit Card,2033-12-18,INR,Bengaluru,No
TXN905025,USR30891,Local ATM Withdrawal,Miscellaneous expense,224.04,Other,expense,UPI,Savings Account,2033-12-19,INR,Bengaluru,No
TXN905026,USR30891,GST Payment - Freelance,Advance tax / GST payment,1651.86,Tax,expense,Net Banking,Savings Account,2033-12-20,INR,Bengaluru,Yes
TXN905027,USR30891,BigBasket,Grocery purchase,1388.31,Groceries,expense,Cash,Savings Account,2033-12-20,INR,Bengaluru,No
TXN905028,USR30891,Third Wave Coffee,Food order / dining,391.03,Food & Dining,expense,Credit Card,Credit Card,2033-12-23,INR,Bengaluru,No
TXN905029,USR30891,Zerodha - Dividend Payout,Investment payout received,877.81,Investments,income,Net Banking,Savings Account,2033-12-27,INR,Bengaluru,No
